measure,location,sex,age,cause,metric,year,val,upper,lower
5,1,3,22,591,2,1994,0.0022751823526421,0.0024444418163796,0.0021209962917532
5,1,3,22,591,3,1994,221.34627494272,238.17472231742997,206.12514723749
5,1,3,22,591,1,1995,12751163.296394177,13715029.12574025,11882015.166181196
5,1,3,22,591,2,1995,0.0022902644954146,0.0024601804999079,0.0021361560804305
5,1,3,22,591,3,1995,222.76427129207997,239.60311682379,207.58015472394
5,1,3,22,591,1,1996,13016531.442399068,14000710.306520326,12136552.361866215
5,1,3,22,591,2,1996,0.0023087647187767,0.0024809515855272,0.0021540630706489
5,1,3,22,591,3,1996,224.48510307964997,241.45840312804,209.30884852401002
5,1,3,22,591,1,1997,13293826.468862372,14295012.1524924,12399870.862311576
5,1,3,22,591,2,1997,0.0023293735302032,0.0025037719055136,0.0021739375522333
5,1,3,22,591,3,1997,226.35201105309002,243.39905115535998,211.13076156493
5,1,3,22,591,1,1998,13583714.195193786,14600813.14543553,12674701.96092283
5,1,3,22,591,2,1998,0.0023517828761656,0.0025275943461385,0.0021960805720942
5,1,3,22,591,3,1998,228.37900634134,245.47919295224,213.09605001350002
5,1,3,22,591,1,1999,13891662.778092954,14919103.28797276,12968021.481332405
5,1,3,22,591,2,1999,0.0023763974579851,0.0025526426532231,0.0022202693804289
5,1,3,22,591,3,1999,230.64802360407,247.70696944518,215.31249156445
5,1,3,22,591,1,2000,14223768.146163592,15263420.694357026,13283036.413464352
5,1,3,22,591,2,2000,0.0024034743793233,0.0025808289999205,0.0022466244830726
5,1,3,22,591,3,2000,233.22324621324998,250.27014544079,217.79832461292
5,1,3,22,591,1,2001,14584979.941589816,15645287.952688934,13625225.75547329
5,1,3,22,591,2,2001,0.0024339094693136,0.0026126207900627,0.0022754129212179
5,1,3,22,591,3,2001,236.14800519455,253.31564085230002,220.60845440763
5,1,3,22,591,1,2002,14967627.506288815,16049633.465441588,13988078.615874616
5,1,3,22,591,2,2002,0.0024668297392878,0.0026469569045131,0.0023064551107947
5,1,3,22,591,3,2002,239.27610955857003,256.57331823887,223.61680433318998
5,1,3,22,591,1,2003,15360157.61841123,16464950.456596974,14355221.264903223
5,1,3,22,591,2,2003,0.0025001052286385,0.0026817706416398,0.0023374785029329
5,1,3,22,591,3,2003,242.42216796088002,259.85859547902,226.56172853491
5,1,3,22,591,1,2004,15762797.71787762,16889542.180030916,14732414.005179511
5,1,3,22,591,2,2004,0.0025335274517217,0.0027158165142196,0.0023687716261884
5,1,3,22,591,3,2004,245.58872813751003,263.14371706453,229.5350662163
5,1,3,22,591,1,2005,16168806.874299072,17309685.023202837,15125493.195276435
5,1,3,22,591,2,2005,0.0025657201252301,0.0027485299550403,0.0024008002624643
5,1,3,22,591,3,2005,248.66105631547998,266.20669019182003,232.61587230709
5,1,3,22,591,1,2006,16579099.619460603,17737206.83755661,15521041.0444859
5,1,3,22,591,2,2006,0.0025968977154313,0.0027807562512604,0.0024309857208908
5,1,3,22,591,3,2006,251.62854671845,269.20566748631,235.56990977948
5,1,3,22,591,1,2007,16995660.813392457,18178355.235787064,15911539.439159907
5,1,3,22,591,2,2007,0.002627820068161,0.0028138459697207,0.0024609836331754
5,1,3,22,591,3,2007,254.52569633702998,272.23763615032,238.28997883711997
5,1,3,22,591,1,2008,17415935.61105905,18627330.3370166,16294775.499760495
5,1,3,22,591,2,2008,0.0026577215502589,0.0028454694021975,0.0024887220885045
5,1,3,22,591,3,2008,257.30712939692,275.20456002964,240.7428461867
5,1,3,22,591,1,2009,17858747.79490176,19069117.365865752,16709284.494280618
5,1,3,22,591,2,2009,0.0026896324375906,0.0028746274866382,0.0025179955448099
5,1,3,22,591,3,2009,260.29130439349,277.93244463706,243.5378732287
5,1,3,22,591,1,2010,18331808.09355368,19557081.063031264,17158228.75515263
5,1,3,22,591,2,2010,0.0027258353158927,0.0029092530139307,0.0025525228067414
5,1,3,22,591,3,2010,263.73833479822,281.36624422179,246.85413773026997
5,1,3,22,591,1,2011,18846295.39710653,20107207.89912465,17639634.87311712
5,1,3,22,591,2,2011,0.0027681433943558,0.0029554957536714,0.0025915430929938
5,1,3,22,591,3,2011,267.78505394099,285.70122872511,250.63973987812
5,1,3,22,591,1,2012,19398391.94377312,20703717.420166675,18155605.96489591
5,1,3,22,591,2,2012,0.0028149117983768,0.0030077959491374,0.0026346592766406
5,1,3,22,591,3,2012,272.20725830307,290.52419251866,254.76790740490003
5,1,3,22,591,1,2013,19962518.698732607,21315040.45476521,18680048.055551708
5,1,3,22,591,2,2013,0.0028621250048381,0.003061026728842,0.0026788696450548
5,1,3,22,591,3,2013,276.6340699368,295.37687507556,258.86201026077
5,1,3,22,591,1,2014,20530487.28601545,21934070.76465178,19209466.42659789
5,1,3,22,591,2,2014,0.0029087321299052,0.0031132682717649,0.0027231527822767
5,1,3,22,591,3,2014,281.00381349187,300.21486798639995,262.92280576773
5,1,3,22,591,1,2015,21088068.698178288,22546265.46758031,19738056.676046588
5,1,3,22,591,2,2015,0.0029523557867662,0.0031607107754934,0.002764172905864
5,1,3,22,591,3,2015,285.11217729255,304.82710054112,266.85991946325
5,1,3,22,591,1,2016,21635754.29854056,23140480.83035685,20256784.85854609
5,1,3,22,591,2,2016,0.0029933077237053,0.0032047197981881,0.0028010874697886
5,1,3,22,591,3,2016,288.99259421327,309.09149245415,270.573455675
5,1,3,22,591,1,2017,22176165.45253241,23732426.387824047,20746786.088458188
5,1,3,22,591,2,2017,0.0030325268089722,0.0032479979755993,0.0028354893917216
5,1,3,22,591,3,2017,292.7332221718,313.27641658037,273.86490934977
5,1,3,22,591,1,2018,22724791.84302555,24335435.92484184,21240864.50919582
5,1,3,22,591,2,2018,0.0030725596553401,0.0032943578080541,0.0028720787930465
5,1,3,22,591,3,2018,296.58981336389,317.61093562196004,277.22251908782
5,1,3,22,591,1,2019,23326742.65264573,24977413.28259956,21804370.00304449
5,1,3,22,591,2,2019,0.003119746884618,0.003345259433408,0.0029149262319471
5,1,3,22,591,3,2019,301.1717675241,322.48358969431,281.51640164049
5,1,3,22,591,1,2020,23910513.143622786,25590550.641430736,22366450.66706309
5,1,3,22,591,2,2020,0.0031640437796564,0.0033933044202091,0.0029579317907606
5,1,3,22,591,3,2020,305.66864568755,327.14600937166,285.92956759952
5,1,3,22,591,1,2021,24467652.60349352,26230869.280127782,22861634.209310364
5,1,3,22,591,2,2021,0.0032085596734988,0.0034472637772582,0.0029950131819879
5,1,3,22,591,3,2021,310.05648424335,332.40013823321,289.70486224674
