measure,location,sex,age,cause,metric,year,val,upper,lower
1,1,3,22,495,3,1996,44.90350412240217,47.461333069151905,41.38983269260311
1,1,3,22,495,1,2021,3591498.6204926027,3888326.8192393747,3213281.2510010954
1,1,3,22,495,2,2021,0.05291444290057064,0.056362311683759755,0.04781865027817115
1,1,3,22,495,3,2021,45.51182140275309,49.273257336928886,40.71901394530351
1,1,3,22,495,1,2002,2844527.5259839436,2986719.135399303,2630842.5879403725
1,1,3,22,495,2,2002,0.05564309814472377,0.05832168038673672,0.05146428122585812
1,1,3,22,495,3,2002,45.473304280437134,47.746413702654166,42.057285233674556
1,1,3,22,495,1,1993,2491764.0823000665,2642722.3415682516,2297567.3702878486
1,1,3,22,495,2,1993,0.05214257178739353,0.05528075660392889,0.04825951832252618
1,1,3,22,495,3,1993,44.69156636922363,47.39911043849951,41.20850980490873
1,1,3,22,495,1,2020,3533235.3389339014,3804840.7686343207,3179465.8610446267
1,1,3,22,495,2,2020,0.05597443462138367,0.059275145237060865,0.05050292974973059
1,1,3,22,495,3,2020,45.168384905005226,48.640550615512254,40.6458455290216
2,1,3,22,495,1,1990,46176240.2390957,49414586.11294232,42961948.37682626
2,1,3,22,495,2,1990,0.017864987581195254,0.019278405279002753,0.016536577026801363
2,1,3,22,495,3,1990,865.7574139395391,926.473096608079,805.492719457782
2,1,3,22,495,1,1991,46801483.16132826,49933392.417204395,43721214.6938779
2,1,3,22,495,2,1991,0.018011381073350187,0.019404404921585863,0.01666002280848763
2,1,3,22,495,3,1991,864.051745903353,921.8732395347066,807.1836475574714
2,1,3,22,495,1,1992,47818207.44288677,50976858.08531788,44602982.33471456
2,1,3,22,495,2,1992,0.018408943731392464,0.019791891707233195,0.01702804834741614
2,1,3,22,495,3,1992,869.8635822105182,927.322765850105,811.3752494232984
2,1,3,22,495,1,1993,49581187.46541077,52639049.768645786,46591651.88724005
2,1,3,22,495,2,1993,0.018967673488314466,0.020401891456733053,0.017564408951316824
2,1,3,22,495,3,1993,889.2739669920628,944.1189087920217,835.6545137484626
2,1,3,22,495,1,1994,50943565.066385,54194815.33733414,47842964.12495689
2,1,3,22,495,2,1994,0.019133322075380384,0.020546341344593246,0.017680139670215214
2,1,3,22,495,3,1994,901.5827563970097,959.1223333229486,846.7093226352155
2,1,3,22,495,1,1995,51622104.65023482,54873242.538928896,48456869.543978706
2,1,3,22,495,2,1995,0.01956126507260987,0.02095880007424747,0.018084765951291826
2,1,3,22,495,3,1995,901.844032397036,958.6417806346285,846.547015527003
2,1,3,22,495,1,1996,51693788.21167961,54984185.78698048,48383572.67335568
2,1,3,22,495,2,1996,0.01962607040965385,0.021092003620826853,0.01815498553223563
2,1,3,22,495,3,1996,891.519021532682,948.2657241495149,834.4305352777305
2,1,3,22,495,1,1997,51792710.1857533,54979781.86502464,48502181.797965825
2,1,3,22,495,2,1997,0.019704172730314048,0.021173798050810475,0.01818777578561427
2,1,3,22,495,3,1997,881.8667925216894,936.1325891802483,825.8394538357545
2,1,3,22,495,1,1998,52236047.72777749,55415196.25587805,49042675.98381297
2,1,3,22,495,2,1998,0.01982325148140005,0.02129121121261747,0.018312840451354017
2,1,3,22,495,3,1998,878.2293637692834,931.6794563894622,824.5401403885979
2,1,3,22,495,1,1999,53071025.90858467,56351876.62240176,49982303.32767223
2,1,3,22,495,2,1999,0.02006866325311563,0.021472723668930195,0.018422951280911253
2,1,3,22,495,3,1999,881.1563764532924,935.6294618549373,829.8732600885485
2,1,3,22,495,1,2000,53921426.188013025,57267027.26826312,50683076.48692853
2,1,3,22,495,2,2000,0.020364132813969038,0.021814303916140303,0.018737729250751126
2,1,3,22,495,3,2000,884.1349160636329,938.9918243352267,831.0365793992831
2,1,3,22,495,1,2001,54975250.32056498,58336044.0280224,51593074.50822787
2,1,3,22,495,2,2001,0.020763670657357923,0.02218456011935619,0.019106315025567904
2,1,3,22,495,3,2001,890.1140591392112,944.5292680092185,835.3526488047931
2,1,3,22,495,1,2002,56155354.720761634,59474146.4190284,52706666.295675516
2,1,3,22,495,2,2002,0.021186648866526592,0.02261481689234077,0.019564673674098046
2,1,3,22,495,3,2002,897.7130679407924,950.768073863602,842.5815015594414
2,1,3,22,495,1,2003,57374911.78646376,60546330.624898955,53977824.58307077
2,1,3,22,495,2,2003,0.021627251699212504,0.023154060303070587,0.019907456479166825
2,1,3,22,495,3,2003,905.5213395184891,955.5743565138285,851.9067044960211
2,1,3,22,495,1,2004,57643905.55507115,60841257.868873104,54073809.75245666
2,1,3,22,495,2,2004,0.021621002741654446,0.02309531285021247,0.019852579405072304
2,1,3,22,495,3,2004,898.1079186274561,947.9235479470884,842.4848431312353
2,1,3,22,495,1,2005,58082506.00125358,61263757.02160247,54577753.50688
2,1,3,22,495,2,2005,0.021868324332088455,0.023424800407365054,0.0201136573536439
2,1,3,22,495,3,2005,893.2543636648686,942.1790150182153,839.3545636270235
2,1,3,22,495,1,2006,57039199.6147555,60140754.59346588,53716577.366968304
2,1,3,22,495,2,2006,0.02166764740339139,0.023230179855428877,0.0198829231075212
2,1,3,22,495,3,2006,865.7099139568148,912.783626629618,815.2809626449035
2,1,3,22,495,1,2007,57109534.50524644,60571337.40963639,53563270.16012039
2,1,3,22,495,2,2007,0.02178208014097559,0.023367473804733363,0.02008948780155414
2,1,3,22,495,3,2007,855.2679532164717,907.1116446442919,802.1593738120665
2,1,3,22,495,1,2008,57983860.81865902,61415821.17896106,54135182.16780174
2,1,3,22,495,2,2008,0.02202117113490864,0.023690289867759496,0.020214679566067182
2,1,3,22,495,3,2008,856.6671990407588,907.3717886898272,799.8059153440901
2,1,3,22,495,1,2010,59270064.663498685,62925137.81446491,55234973.28568419
2,1,3,22,495,2,2010,0.022571219822474085,0.024388629804132672,0.020717182430068034
2,1,3,22,495,3,2010,852.7139318696727,905.2991924987389,794.6613777892211
2,1,3,22,495,1,2009,58427105.75477476,61940005.44639186,54900982.17496447
2,1,3,22,495,2,2009,0.022355896785465165,0.024077810674990097,0.020551751316256094
2,1,3,22,495,3,2009,851.5752472403673,902.7757711200724,800.1819851493096
2,1,3,22,495,1,2011,59493070.244224556,63444842.55216116,55480088.75752558
2,1,3,22,495,2,2011,0.02275357524096222,0.024675739113062957,0.020867733163572103
2,1,3,22,495,3,2011,845.3308562122372,901.4811785087761,788.3108190517844
2,1,3,22,495,1,2012,59946731.646701925,64046260.7891828,55528707.741894774
2,1,3,22,495,2,2012,0.023052127800213793,0.025091655963056344,0.021029138032210005
2,1,3,22,495,3,2012,841.2004207914213,898.7269204849439,779.2046544551804
2,1,3,22,495,1,2013,60644449.715293616,65078755.03611605,56075811.78286767
2,1,3,22,495,2,2013,0.023349274835434537,0.025439707686515114,0.021331640854253247
2,1,3,22,495,3,2013,840.3909945935031,901.840150722255,777.0803009687125
2,1,3,22,495,1,2014,61523318.94206437,66118277.97304823,56765304.59001038
2,1,3,22,495,2,2014,0.023673237907431047,0.025844843694800595,0.021390546464657482
2,1,3,22,495,3,2014,842.0787583143682,904.9706416173472,776.9551127354854
2,1,3,22,495,1,2015,62527514.0041469,67150090.57925498,57934912.46875894
2,1,3,22,495,2,2015,0.024039197790173706,0.026331974754025357,0.02188658561363245
2,1,3,22,495,3,2015,845.3764028164916,907.8739643947351,783.2841058910408
2,1,3,22,495,1,2016,63868956.427775495,68556842.40663186,59164095.68199939
2,1,3,22,495,2,2016,0.024520791985623167,0.026781289007953065,0.02227244974702975
2,1,3,22,495,3,2016,853.1089396315793,915.7258612194307,790.2652830817477
2,1,3,22,495,1,2017,65044359.49154204,69942372.17669599,59731847.163776405
2,1,3,22,495,2,2017,0.024982365962747555,0.027323174820090324,0.022561797226252896
2,1,3,22,495,3,2017,858.6085353131105,923.2640339669463,788.481494871289
2,1,3,22,495,1,2018,66440051.53367119,71599285.2023732,61140698.227511026
2,1,3,22,495,2,2018,0.025542354328555065,0.027892528234294885,0.02314884169653484
2,1,3,22,495,3,2018,867.1341247205575,934.4692255862069,797.9702697167213
2,1,3,22,495,1,2019,67826956.5444768,73454618.54629675,62178090.69080047
2,1,3,22,495,2,2019,0.02607928832823949,0.02848951317587098,0.023649272657169356
2,1,3,22,495,3,2019,875.7143975249417,948.3731882251569,802.7818437178489
