measure,location,sex,age,cause,metric,year,val,upper,lower
1,1,3,22,558,1,1980,120.81389495470906,133.79284578152178,104.76413297203267
1,1,3,22,558,2,1980,2.7423913261051658e-06,3.0449160143298043e-06,2.369388811202341e-06
1,1,3,22,558,3,1980,0.0027024778849276247,0.002992803162431294,0.002343461839357744
1,1,3,22,558,1,1985,127.71642864831357,140.66253431104766,107.80505454759668
1,1,3,22,558,2,1985,2.8266180760598637e-06,3.134581077749577e-06,2.3761046167287493e-06
1,1,3,22,558,3,1985,0.0026094997814015536,0.0028740143803019954,0.0022026709425972536
1,1,3,22,558,1,1983,127.6996201429702,141.01057079716946,109.21102885165556
1,1,3,22,558,2,1983,2.8527905603650844e-06,3.1601969362410556e-06,2.4337740748491464e-06
1,1,3,22,558,3,1983,0.0027061614857981945,0.002988242058625469,0.002314358333813847
1,1,3,22,558,1,1981,121.74405836300888,134.82730967742222,104.72410640924737
1,1,3,22,558,2,1981,2.753369080445621e-06,3.0467940204731493e-06,2.3556698637077945e-06
1,1,3,22,558,3,1981,0.002674637211671541,0.0029620676726377763,0.0023007200164630688
1,1,3,22,558,1,1986,132.16406381902954,145.22016015721513,111.44974865921468
1,1,3,22,558,2,1986,2.9399662841235244e-06,3.257489754112851e-06,2.4965644129254496e-06
1,1,3,22,558,3,1986,0.002652101369361917,0.002914094606982367,0.002236432676880102
1,1,3,22,558,1,1984,129.24904178062354,142.07818564680073,109.8303342539795
1,1,3,22,558,2,1984,2.862083029458646e-06,3.1744431801934212e-06,2.426754122660647e-06
1,1,3,22,558,3,1984,0.0026894496965074615,0.0029564020591865145,0.00228537987637879
1,1,3,22,558,1,1982,122.08219769478356,135.62826396398864,104.4929704273141
1,1,3,22,558,2,1982,2.7546102805607586e-06,3.0402863890695545e-06,2.3398589984572635e-06
1,1,3,22,558,3,1982,0.0026344428824521897,0.0029267569015473563,0.0022548804609231502
1,1,3,22,558,1,1992,170.25796729395907,185.29301577759168,145.7247382880704
1,1,3,22,558,2,1992,3.6228540018826278e-06,3.977822022981506e-06,3.1165636244737745e-06
1,1,3,22,558,3,1992,0.0030971718357927598,0.003370675211014468,0.0026508865480863518
1,1,3,22,558,1,1990,153.95722910264558,168.7632085891049,131.0063198010077
1,1,3,22,558,2,1990,3.340483151195068e-06,3.688058565855452e-06,2.8155377338068725e-06
1,1,3,22,558,3,1990,0.0028865410400466572,0.0031641380562754907,0.0024562348959850646
1,1,3,22,558,1,1994,195.41312311060315,211.33876585244477,169.0748997001792
1,1,3,22,558,2,1994,3.99525297995063e-06,4.35263645871855e-06,3.4704903675820886e-06
1,1,3,22,558,3,1994,0.0034583583214214198,0.0037402052016284257,0.002992232952495494
1,1,3,22,558,1,1988,142.8879442451642,157.2588762244132,121.45364502902973
1,1,3,22,558,2,1988,3.144030337708268e-06,3.458155677152162e-06,2.657370256214555e-06
1,1,3,22,558,3,1988,0.0027688691388503186,0.0030473477065424007,0.0023535173054541492
1,1,3,22,558,1,1989,148.13541617835847,162.7538969832354,126.10379246983894
1,1,3,22,558,2,1989,3.239142235367397e-06,3.578915695876081e-06,2.7390639117346522e-06
1,1,3,22,558,3,1989,0.002822747206848095,0.003101305008384532,0.002402930623549243
1,1,3,22,558,1,1991,159.77338181632382,174.39148349577727,135.78971105674833
1,1,3,22,558,2,1991,3.4297734432935732e-06,3.752697794164439e-06,2.924718880686055e-06
1,1,3,22,558,3,1991,0.002949745610227781,0.0032196258666800245,0.002506957664351194
1,1,3,22,558,1,1987,136.61227031354645,150.78430026087955,115.48510229263924
1,1,3,22,558,2,1987,3.0258354481888627e-06,3.3447306572137437e-06,2.5515946936124954e-06
1,1,3,22,558,3,1987,0.0026933197524335517,0.002972722240230779,0.0022767962672949746
1,1,3,22,558,1,1997,212.77828021739117,229.21528309775582,184.53560928106626
1,1,3,22,558,2,1997,4.337057217096798e-06,4.694797352805089e-06,3.76284937153373e-06
1,1,3,22,558,3,1997,0.0036229442101140957,0.0039028146196136166,0.003142060442079235
1,1,3,22,558,1,2003,237.54781896457774,254.32295584708154,208.48423056561523
1,1,3,22,558,2,2003,4.5974765958496684e-06,4.93739474826783e-06,4.037363750672448e-06
1,1,3,22,558,3,2003,0.003749105881488232,0.00401386000393439,0.0032904088886947466
1,1,3,22,558,1,2000,222.50288422607463,239.2732973604156,193.7177529346333
1,1,3,22,558,2,2000,4.424876156131486e-06,4.768532140831499e-06,3.8550738836522255e-06
1,1,3,22,558,3,2000,0.003648319096442395,0.0039232989858315045,0.0031763371509074133
1,1,3,22,558,1,1998,214.0800031088496,231.1245333510999,186.134542494709
1,1,3,22,558,2,1998,4.329105409282351e-06,4.681431127554565e-06,3.773697318256088e-06
1,1,3,22,558,3,1998,0.003599264360615718,0.003885829053036689,0.003129425520141089
1,1,3,22,558,1,1995,202.15229903751862,217.92266799340123,175.60411599704065
1,1,3,22,558,2,1995,4.130808204395947e-06,4.500170831458528e-06,3.6012178634163934e-06
1,1,3,22,558,3,1995,0.0035316236282415493,0.0038071337653800136,0.0030678238547092586
1,1,3,22,558,1,2001,226.0331799653129,243.00365949795983,196.6704182287428
1,1,3,22,558,2,2001,4.463205645259167e-06,4.7966214395005544e-06,3.877238677127076e-06
1,1,3,22,558,3,2001,0.0036597434326516554,0.003934515486153207,0.003184325733150998
1,1,3,22,558,1,1999,220.69647329160458,238.28408090185056,191.886130202429
1,1,3,22,558,2,1999,4.422041523149664e-06,4.758635705275617e-06,3.876869483781271e-06
1,1,3,22,558,3,1999,0.0036642989535688297,0.003956312012050518,0.0031859509833494027
